,student_id,course_id,instructor_id,classroom_id,timeslot_id,Course_Wise_Marks,study_date_count,difficulty_score,difficulty_level
77,af539537-7e58-473f-b85c-8dbd863c37e4,16,57a87455-1a19-4d48-90c9-bd9040670f85,16,56,66,27,0.40298507462686567,Easy
78,af539537-7e58-473f-b85c-8dbd863c37e4,21,c3453dc3-772c-4d3b-b535-e058788237ed,21,95,71,69,0.9583333333333334,Medium
79,af539537-7e58-473f-b85c-8dbd863c37e4,20,e09c188d-aea7-4cf2-9bb6-6eed739db033,15,30,65,10,0.15151515151515152,Easy
80,af539537-7e58-473f-b85c-8dbd863c37e4,4,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,26,70,57,91,1.5689655172413792,Hard
81,4ab12d93-2052-4733-a3c9-68e612716fcc,6,2f638a13-eb24-4d61-ad54-7aaf0b822823,6,86,91,46,0.5,Easy
82,8338dd73-e95d-4915-bebb-1eb954f59ab3,10,0be1929c-a780-4078-9e98-6df4cf99c936,19,79,60,87,1.4262295081967213,Hard
83,8338dd73-e95d-4915-bebb-1eb954f59ab3,3,fc70f172-e0d8-4202-a83b-a8d6cc75de10,10,32,81,4,0.04878048780487805,Easy
84,8338dd73-e95d-4915-bebb-1eb954f59ab3,1,a12b297c-6ca7-436c-8318-08b5a05e1eea,18,79,75,110,1.4473684210526316,Hard
85,8338dd73-e95d-4915-bebb-1eb954f59ab3,5,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,3,66,53,54,1.0,Medium
86,7155bf4b-c68d-4a85-807c-17bd544cbc70,6,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,13,24,47,28,0.5833333333333334,Medium
87,7155bf4b-c68d-4a85-807c-17bd544cbc70,13,2086fb93-7036-4127-b46f-14b11794fd56,5,59,73,35,0.47297297297297297,Easy
88,7155bf4b-c68d-4a85-807c-17bd544cbc70,7,57a87455-1a19-4d48-90c9-bd9040670f85,13,88,43,103,2.340909090909091,Hard
89,bcaec460-9004-4612-b16f-e32f965aac06,21,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,9,26,57,56,0.9655172413793104,Medium
90,7698255d-f434-4d0f-b142-fa421118e875,12,d4fba2d9-c269-4d11-82f8-e94787f74bc1,29,34,73,32,0.43243243243243246,Easy
91,811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,21,80dad91e-02f0-4182-ae63-9bfe710a66b9,24,1,67,93,1.3676470588235294,Hard
92,811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,11,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,6,29,91,72,0.782608695652174,Medium
93,811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,13,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,9,24,42,69,1.6046511627906976,Hard
94,811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,8,21f1397e-1a61-401a-bc67-1e74523bf8d8,22,78,73,55,0.7432432432432432,Medium
95,811ae4ef-c4aa-4d21-bbee-433f87d9c7bf,17,309c4ad8-2776-4955-b1b5-8ab5409090ad,29,1,65,111,1.6818181818181819,Hard
96,e24e0d27-09af-404c-8d05-2dd3edb83619,2,b53f72f1-d162-4f47-a6af-c538db450833,7,96,87,65,0.7386363636363636,Medium
97,e24e0d27-09af-404c-8d05-2dd3edb83619,17,295c30fe-615a-4769-bade-21c7e3e975a9,18,85,75,41,0.5394736842105263,Easy
98,e24e0d27-09af-404c-8d05-2dd3edb83619,8,d4fba2d9-c269-4d11-82f8-e94787f74bc1,14,62,90,72,0.7912087912087912,Medium
99,cefbd465-34dd-4fce-b1f4-18fb45bf6082,6,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,3,92,94,100,1.0526315789473684,Medium
100,cefbd465-34dd-4fce-b1f4-18fb45bf6082,3,8913dd3b-624d-4610-837e-ca0063075e6b,17,25,100,95,0.9405940594059405,Medium
101,5643b5d9-dd9c-4a42-97e4-bc4eb8745207,18,c3c774e8-72c0-43bf-8075-97856dc04866,29,8,99,117,1.17,Hard
102,21bc9a71-d2ae-496e-97ee-11fce7030c3d,21,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,7,29,87,95,1.0795454545454546,Medium
103,21bc9a71-d2ae-496e-97ee-11fce7030c3d,9,b53f72f1-d162-4f47-a6af-c538db450833,3,55,99,57,0.57,Medium
104,21bc9a71-d2ae-496e-97ee-11fce7030c3d,15,c0969d1b-26f7-4e83-9b27-3a4a0551f760,9,98,42,14,0.32558139534883723,Easy
105,21bc9a71-d2ae-496e-97ee-11fce7030c3d,14,449de61b-f2b5-406f-8445-17b960996d0a,9,66,96,90,0.9278350515463918,Medium
106,295e7de0-6283-4779-89ea-90bece735d16,11,b53f72f1-d162-4f47-a6af-c538db450833,25,88,51,76,1.4615384615384615,Hard
107,7236b0ca-6f9c-42c8-87c1-2c9281195289,3,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,1,96,90,111,1.2197802197802199,Hard
108,7236b0ca-6f9c-42c8-87c1-2c9281195289,12,309c4ad8-2776-4955-b1b5-8ab5409090ad,11,60,93,43,0.4574468085106383,Easy
109,7236b0ca-6f9c-42c8-87c1-2c9281195289,21,fe8c95dc-f314-472c-a317-83d7bb76fbc9,30,9,52,93,1.7547169811320755,Hard
110,7236b0ca-6f9c-42c8-87c1-2c9281195289,10,d3f82f56-4d74-4c26-a4c7-d20f153383cb,11,58,53,25,0.46296296296296297,Easy
111,7236b0ca-6f9c-42c8-87c1-2c9281195289,20,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,30,91,43,75,1.7045454545454546,Hard
112,831f38a3-0b46-4988-bbc6-3b0a13f33d30,12,8eb8ab26-579c-4927-8866-9f0cfb37824a,15,49,92,92,0.989247311827957,Medium
113,831f38a3-0b46-4988-bbc6-3b0a13f33d30,1,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,6,90,74,52,0.6933333333333334,Medium
114,831f38a3-0b46-4988-bbc6-3b0a13f33d30,9,ba2adea1-5399-4c45-9c94-9f26f726f62e,18,28,76,108,1.4025974025974026,Hard
115,9262401d-1aae-4c0b-900b-c00d5714989c,4,e09c188d-aea7-4cf2-9bb6-6eed739db033,22,68,75,118,1.5526315789473684,Hard
116,9262401d-1aae-4c0b-900b-c00d5714989c,15,79463069-f838-4edd-9438-cdc4c95e75a2,8,27,78,101,1.2784810126582278,Hard
117,9262401d-1aae-4c0b-900b-c00d5714989c,12,c3c774e8-72c0-43bf-8075-97856dc04866,24,48,61,104,1.6774193548387097,Hard
118,6c25e819-91d8-43b8-b5d1-6c8fa8eeb7e5,19,79463069-f838-4edd-9438-cdc4c95e75a2,14,24,62,13,0.20634920634920634,Easy
119,1f4c5cac-c2dd-44c2-8929-c6f2673525b7,13,cff4ee54-8789-46e5-a995-15c0dea35275,25,29,49,63,1.26,Hard
120,1f4c5cac-c2dd-44c2-8929-c6f2673525b7,19,295c30fe-615a-4769-bade-21c7e3e975a9,29,76,77,116,1.4871794871794872,Hard
121,1f4c5cac-c2dd-44c2-8929-c6f2673525b7,16,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,30,32,94,21,0.22105263157894736,Easy
122,1f4c5cac-c2dd-44c2-8929-c6f2673525b7,22,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,14,14,66,17,0.2537313432835821,Easy
123,4b76ddf5-2ab5-4d13-a7cd-0fcc18b52fcb,11,e1cf4dad-91e9-442f-857c-910eccf92228,29,59,54,54,0.9818181818181818,Medium
124,4b76ddf5-2ab5-4d13-a7cd-0fcc18b52fcb,18,b53f72f1-d162-4f47-a6af-c538db450833,12,61,52,107,2.018867924528302,Hard
125,bbda7d88-b735-4169-84d9-676ae0c15fe8,20,6ddac491-3bfa-420a-8098-f3c741f530b6,11,30,72,56,0.7671232876712328,Medium
126,bbda7d88-b735-4169-84d9-676ae0c15fe8,15,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,2,25,96,21,0.21649484536082475,Easy
127,bbda7d88-b735-4169-84d9-676ae0c15fe8,11,449de61b-f2b5-406f-8445-17b960996d0a,6,94,94,38,0.4,Easy
128,bbda7d88-b735-4169-84d9-676ae0c15fe8,10,79463069-f838-4edd-9438-cdc4c95e75a2,24,90,66,42,0.6268656716417911,Medium
129,bbda7d88-b735-4169-84d9-676ae0c15fe8,19,5922b91c-31eb-443e-b15f-acbae8cf8831,14,83,66,33,0.4925373134328358,Easy
130,927387bb-4938-4076-8ab7-c21e7240c33f,1,d7e101e3-1c37-4827-872a-2a9e7994aaab,19,75,93,18,0.19148936170212766,Easy
131,927387bb-4938-4076-8ab7-c21e7240c33f,12,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,19,2,99,68,0.68,Medium
132,71ce8ca7-d3ba-4e50-ad0d-b8ddd0c8ff6a,1,79463069-f838-4edd-9438-cdc4c95e75a2,28,90,90,118,1.2967032967032968,Hard
133,71ce8ca7-d3ba-4e50-ad0d-b8ddd0c8ff6a,17,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,17,99,90,58,0.6373626373626373,Medium
134,b37aa86c-c33d-4f08-92f2-3ae31e36342c,8,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,21,84,48,120,2.4489795918367347,Hard
135,dc07d969-87e1-4911-9866-ec0956fb98f2,5,c3453dc3-772c-4d3b-b535-e058788237ed,16,40,47,55,1.1458333333333333,Hard
136,dc07d969-87e1-4911-9866-ec0956fb98f2,14,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,8,5,100,70,0.693069306930693,Medium
137,53796285-1df3-4aa3-a372-68631e657f70,7,61b6a185-51b2-47f0-bfa2-7c6615e9e145,21,72,83,94,1.119047619047619,Medium
138,53796285-1df3-4aa3-a372-68631e657f70,3,d4fba2d9-c269-4d11-82f8-e94787f74bc1,7,20,65,54,0.8181818181818182,Medium
139,53796285-1df3-4aa3-a372-68631e657f70,1,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,21,19,98,71,0.7171717171717171,Medium
140,53796285-1df3-4aa3-a372-68631e657f70,15,61b6a185-51b2-47f0-bfa2-7c6615e9e145,4,42,91,95,1.0326086956521738,Medium
141,53796285-1df3-4aa3-a372-68631e657f70,12,d8e46018-304b-49b7-bb5b-d128007be5bd,16,67,56,12,0.21052631578947367,Easy
142,82214333-a7a5-4960-b938-4af6d8a43e16,13,72d8246e-bd38-49b2-88c7-96f11c51f1fb,30,66,43,11,0.25,Easy
143,82214333-a7a5-4960-b938-4af6d8a43e16,22,57a87455-1a19-4d48-90c9-bd9040670f85,4,60,66,115,1.7164179104477613,Hard
144,3c250263-45fc-4f26-80dc-9959101015e7,7,2d1f121d-f3ba-48f9-aff2-b38da7db30cf,11,94,69,79,1.1285714285714286,Medium
145,745bcdcb-9021-4800-8839-1f7a494f1881,8,c0969d1b-26f7-4e83-9b27-3a4a0551f760,24,71,48,26,0.5306122448979592,Easy
146,745bcdcb-9021-4800-8839-1f7a494f1881,12,2086fb93-7036-4127-b46f-14b11794fd56,14,90,53,43,0.7962962962962963,Medium
147,745bcdcb-9021-4800-8839-1f7a494f1881,6,c3c774e8-72c0-43bf-8075-97856dc04866,12,92,64,105,1.6153846153846154,Hard
148,4d4a94ec-09db-4639-a7b5-1aee4e086399,12,5922b91c-31eb-443e-b15f-acbae8cf8831,23,46,93,41,0.43617021276595747,Easy
149,4d4a94ec-09db-4639-a7b5-1aee4e086399,13,449de61b-f2b5-406f-8445-17b960996d0a,4,85,72,94,1.2876712328767124,Hard
150,4d4a94ec-09db-4639-a7b5-1aee4e086399,5,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,16,79,91,53,0.5760869565217391,Medium
151,af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,12,449de61b-f2b5-406f-8445-17b960996d0a,1,50,78,14,0.17721518987341772,Easy
152,af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,19,c0969d1b-26f7-4e83-9b27-3a4a0551f760,6,52,72,41,0.5616438356164384,Medium
153,af1bdbb8-c351-47bb-a7d1-3ea1b612dfc1,22,59424c88-808c-4285-b95a-607928e016a1,22,59,89,58,0.6444444444444445,Medium
154,d9c2199e-133e-44ce-afe2-191f15cbcb7e,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,17,95,73,56,0.7567567567567568,Medium
155,d9c2199e-133e-44ce-afe2-191f15cbcb7e,19,57a87455-1a19-4d48-90c9-bd9040670f85,8,45,57,48,0.8275862068965517,Medium
156,fa78b6d1-8ccd-41c3-b9fa-82ecf484774a,21,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,20,92,45,41,0.8913043478260869,Medium
157,2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,9,fc70f172-e0d8-4202-a83b-a8d6cc75de10,24,86,56,95,1.6666666666666667,Hard
158,2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,22,fe8c95dc-f314-472c-a317-83d7bb76fbc9,21,31,52,66,1.2452830188679245,Hard
159,2ca410ce-f79a-4cf0-a0cc-337c62b24ceb,3,d7e101e3-1c37-4827-872a-2a9e7994aaab,6,79,99,81,0.81,Medium
160,51ecb49b-d3c2-4392-931c-f6a0dcf0acde,14,0be1929c-a780-4078-9e98-6df4cf99c936,22,14,74,120,1.6,Hard
161,51ecb49b-d3c2-4392-931c-f6a0dcf0acde,7,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,2,7,66,92,1.373134328358209,Hard
162,51ecb49b-d3c2-4392-931c-f6a0dcf0acde,17,80dad91e-02f0-4182-ae63-9bfe710a66b9,29,89,55,28,0.5,Easy
163,51ecb49b-d3c2-4392-931c-f6a0dcf0acde,4,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,16,33,46,60,1.2765957446808511,Hard
164,662a1de2-d222-4fc1-8454-72b8b2636ed3,5,449de61b-f2b5-406f-8445-17b960996d0a,8,75,74,47,0.6266666666666667,Medium
165,662a1de2-d222-4fc1-8454-72b8b2636ed3,10,59424c88-808c-4285-b95a-607928e016a1,11,55,45,3,0.06521739130434782,Easy
166,662a1de2-d222-4fc1-8454-72b8b2636ed3,16,d8e46018-304b-49b7-bb5b-d128007be5bd,9,17,100,67,0.6633663366336634,Medium
167,662a1de2-d222-4fc1-8454-72b8b2636ed3,8,6ddac491-3bfa-420a-8098-f3c741f530b6,24,98,89,92,1.0222222222222221,Medium
168,662a1de2-d222-4fc1-8454-72b8b2636ed3,11,c3c774e8-72c0-43bf-8075-97856dc04866,21,6,56,77,1.3508771929824561,Hard
169,920a7025-9d24-4958-a440-b744e9262b11,12,1a544d73-a68c-4d6c-8d83-98d999716ab5,15,24,81,91,1.1097560975609757,Medium
170,920a7025-9d24-4958-a440-b744e9262b11,3,cff4ee54-8789-46e5-a995-15c0dea35275,11,84,86,38,0.4367816091954023,Easy
171,b88eb239-ac97-4e60-be6e-0862d2d4fb20,10,72d8246e-bd38-49b2-88c7-96f11c51f1fb,18,82,61,110,1.7741935483870968,Hard
172,b88eb239-ac97-4e60-be6e-0862d2d4fb20,11,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,13,57,56,26,0.45614035087719296,Easy
173,a99561a8-9e3d-41ce-95e5-903ea2363562,9,d7e101e3-1c37-4827-872a-2a9e7994aaab,24,1,84,10,0.11764705882352941,Easy
174,8e30d239-40fa-46f3-819f-57a9621f57b0,16,59424c88-808c-4285-b95a-607928e016a1,25,84,44,94,2.088888888888889,Hard
