,student_id,course_course_1,course_course_2,course_course_3,course_course_4,course_course_5,course_course_6,course_course_7,course_course_8,course_course_9,course_course_10,course_course_11,course_course_12,course_course_13,course_course_14,course_course_15,course_course_16,course_course_17,course_course_18,course_course_19,course_course_20,course_course_21,course_course_22
40,02a41e1c-9a81-49c0-a285-2f206ab0db91,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,56.0,0.0,49.0,99.0,0.0,0.0
41,02b04abf-8459-4229-8e25-58c3bf86ff34,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
42,02c1982b-1edc-463e-b329-705995421e15,98.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,54.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
43,02ce1501-8bda-41a1-9518-0b1356fcf887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,52.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,85.0,41.0,0.0
44,02cf3194-c39e-4c63-b1a1-58cc4d8c845e,0.0,0.0,0.0,0.0,57.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,02f39809-13a7-4d94-82d4-fa973b5ac31c,0.0,0.0,59.0,53.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,03197b77-27ac-4577-b99e-1e74de286510,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
47,0356c6a6-b58c-4cd0-ad4b-4935ba976adf,53.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
48,0365abeb-4bc6-49ef-9bc0-5b25747a3a7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,63.0
49,039da571-66d6-40e3-86d7-7292189b50b8,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,95.0,68.0
50,03ac91c7-a519-4a4c-a4de-605bff649344,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,03eecc87-2dad-4bde-9acc-a4b0600c9d9e,0.0,0.0,74.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,03fdaa30-c8ba-40f4-92cb-8341bb2cc9dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
53,040565c2-d823-4552-91d4-512bb3b905dd,0.0,0.0,0.0,88.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0
54,04117a8b-4ace-4704-b637-57013278ae38,71.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,96.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
55,04707d01-7e08-4b17-9093-c877722e209f,72.0,0.0,0.0,47.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,049e921d-378d-4f03-89af-d1e1ea2055ea,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
57,04b53d56-8357-4167-9534-67f43c7ef4a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,96.0,0.0,0.0,72.0,0.0,0.0
58,04b76110-4fc4-43af-b730-3d316096e7fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,99.0,58.0,0.0,0.0,41.0
59,04b7cbdc-6f5d-49f0-9226-f56fc6404583,0.0,0.0,0.0,0.0,70.0,0.0,0.0,89.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0504b2c0-ce46-4e01-9112-b2ecc27fcdee,0.0,0.0,0.0,62.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,73.0,0.0
61,050ca06f-d4a2-4c90-96fa-96cd12451f9e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
62,050e2c11-d146-4552-8aef-6e95a72b4dc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
63,05293fa3-0e83-4541-97ae-d5e30c81e2e7,0.0,44.0,0.0,0.0,0.0,74.0,54.0,0.0,0.0,0.0,91.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,052d599c-0279-4b42-a0df-9804aef9fa8b,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
65,0534538f-243a-4476-8a44-dd1914dcbd58,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,05350e3b-1d2e-4d09-8c88-8a111354e04b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,054689d6-b38c-432e-b3f4-42c60f507b23,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
68,0554c05b-4c16-4882-aabf-de34000f1a74,0.0,0.0,0.0,0.0,85.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
69,0583e5ee-b4ad-44c4-b1af-de61ab1527d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,92.0,0.0,60.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0
70,05d7e7bc-28d6-4745-90d3-6583070efa19,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,05dd2c44-0ae3-42d7-859e-dbd791fcb444,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
72,05eab2d1-226e-49cd-9d03-9d433e2af7c3,0.0,0.0,81.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
73,061d1d8e-fca8-41f7-9642-b75681cf2400,0.0,0.0,0.0,0.0,50.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0
74,06349cd4-2881-42ad-9fdb-0a99c2be0476,0.0,0.0,0.0,0.0,82.0,0.0,0.0,47.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,52.0,0.0,0.0
75,06434855-523c-4699-94c3-374c03bff0a1,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0
76,06519b6a-66d2-48df-97cd-798b32dc2c8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
77,06522c95-76e1-4ab5-ba6d-0e787ee44c45,0.0,50.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,74.0,0.0,0.0,0.0,0.0,0.0
78,065eee9d-62b2-4e14-86bc-120393bc4148,0.0,46.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0685b0dd-a10d-4ca1-aa41-4a7a36f26027,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
80,0687d1aa-93a0-48f2-9428-1b5f9f6063d4,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
81,06a4c3f3-ba64-4fe5-ac8b-fa0463379431,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,50.0,0.0
82,06ce9e0a-9117-4f7b-b22c-20baae95e822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,46.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0
83,06d47a01-59bf-4786-b00a-a939c4c5a695,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,06f048f9-22c0-437a-8d7b-ab915422e1b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,06f5e815-0340-42c4-a430-869bafd56e36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,82.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,06f9817f-c98b-4bde-9208-13ad8f65f70b,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,96.0
87,071dd985-f89c-4569-89d3-5343bea480ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
88,07213456-d7db-4a4b-98c8-f4847872befd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,47.0,0.0,0.0
89,074e043a-ccac-4416-8adf-31bfeafd349a,0.0,45.0,0.0,0.0,0.0,84.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,65.0,0.0
90,0764cf6b-e6c0-45f7-b16c-f0c58cb59db6,0.0,0.0,0.0,92.0,0.0,0.0,76.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,56.0
91,0769731b-1742-45f1-87ed-8f28c1b76075,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
92,077cae26-43f2-4252-9fe6-6e9d4cebd2a0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
93,07822047-1ffb-4f63-b976-ef92b16c6438,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,43.0,0.0,0.0
94,07d37848-9f5c-454d-a115-e0165d92b133,0.0,0.0,0.0,0.0,0.0,89.0,51.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
95,07fb649a-3785-4b1e-a281-7b8df9be5fe5,0.0,0.0,89.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,08060c7a-af60-474e-9847-c46db74184b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0
97,0824ad9d-a566-4d85-a9a9-e0244226099d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0859cb28-a098-4fee-8b93-cfd753ab9219,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,53.0,51.0,0.0,0.0,0.0
99,085b5b32-f91c-4508-85f8-e46e89671532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,56.0,0.0,0.0,0.0,49.0,0.0,0.0
100,088b3828-15ea-4f10-847a-964eff9f0640,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,08c439bc-4c05-4514-9b46-5d88ed84cfeb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
102,08ce77a6-5ee7-4ffd-952a-1f7badd7605f,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,08e4497a-0881-450e-b489-75bcca66ada0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,64.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
104,08e57805-c7b4-49ce-aca4-1fb969967039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,50.0,0.0,62.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0
105,090fc95d-9364-4065-a73e-5cb8a35c9b31,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
106,0930cb40-d8b0-4790-87fc-6e0bdd9dbdd6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
107,0952172e-581f-4822-b594-08fd16736c26,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
108,0959d195-4cdc-42cb-a978-ca4ded63c78d,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,83.0
109,0978a8ed-472d-451c-882d-9d570af684fe,54.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0979dcc7-ecf3-464d-acd6-1199b80355d3,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
111,099af0c0-f932-44e9-8370-9dd724cc0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,09a227c6-94c7-4630-9eff-0eee226d1a3c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,65.0,0.0,0.0,0.0,0.0,0.0,44.0
113,09bb0f20-ea87-4fb1-a8c1-aac51d051c55,41.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0
114,09d1e517-c038-4082-8654-abc345aa8112,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,55.0,0.0,0.0,0.0
115,09e9a5f3-99c4-4673-a226-1996b71f36d9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0
116,09f078ad-199c-4492-b182-f29d962162b0,0.0,0.0,0.0,0.0,0.0,48.0,64.0,0.0,0.0,49.0,0.0,91.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
117,09fe8753-5da0-48ca-90dc-c77f1f678328,78.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,100.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
